10:07:38 || Communicator.BetradarComService.OnStart || Connector Start at UTC: 7/29/2017 7:49:38 AM
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ExecuteSelect, err: never, queue: 112, qu: 0, qs: 112, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: CheckForStaleConnections, err: never, queue: 112, qu: 0, qs: 112, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ExecuteSelect, err: never, queue: 112, qu: 0, qs: 112, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 7, mgr: ProcessReadQueue, err: never, queue: 109, qu: 2, qs: 107, qc: 0, wr: 0, wq: 1, in: 111, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 7, mgr: ProcessReadQueue, err: never, queue: 107, qu: 0, qs: 107, qc: 0, wr: 0, wq: 0, in: 111, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 7, mgr: ProcessReadQueue, err: never, queue: 107, qu: 0, qs: 107, qc: 0, wr: 0, wq: 0, in: 111, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 7, mgr: ProcessReadQueue, err: never, queue: 107, qu: 0, qs: 107, qc: 0, wr: 0, wq: 0, in: 111, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:40 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 6, mgr: ProcessReadQueue, err: never, queue: 111, qu: 0, qs: 111, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=112,Free=911,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
